,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,phone_prefix,total_calls,total_minutes,total_charge
2807,AK,52,408,no,no,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,0,375,300,515.4,59.07
2808,SD,114,415,no,yes,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1,0,386,302,607.7,57.68
2809,CO,156,408,no,no,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,0,364,307,522.8,49.260000000000005
2810,NH,90,415,no,yes,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,0,383,252,682.1,67.89
2811,WV,62,415,no,no,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,0,351,328,484.7,52.09
2812,AZ,82,415,no,yes,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,0,413,299,652.4000000000001,58.480000000000004
2813,ME,52,510,no,no,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,0,380,274,542.5999999999999,49.05
2814,NH,146,510,no,no,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,0,345,255,558.3000000000001,50.53
2815,RI,120,415,no,yes,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,0,377,320,734.3000000000001,72.58
2816,ID,130,415,no,no,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,1,358,321,663.8,74.41
2817,WI,90,408,no,no,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,0,400,274,410.19999999999993,36.459999999999994
2818,NM,147,408,yes,no,0,183.8,113,31.25,164.7,110,14.0,111.0,87,5.0,10.1,4,2.73,1,0,357,314,469.6,52.98
2819,WY,159,415,no,no,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,1,391,256,461.6000000000001,49.76
2820,IL,74,510,no,yes,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,0,398,360,639.3,58.81
2821,TX,130,408,no,no,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,0,385,275,637.1,68.26
2822,RI,155,408,yes,no,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,0,334,316,562.4,59.88
2823,MI,87,415,no,no,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2,0,405,269,535.4,60.099999999999994
2824,OR,81,415,no,no,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,1,406,213,761.8000000000001,87.27000000000001
2825,VA,99,510,no,no,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,0,352,347,501.6,50.44
2826,SD,131,510,no,no,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,0,347,347,601.2,60.85
2827,AL,89,510,no,no,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,1,347,243,568.4999999999999,52.61
2828,MS,123,415,yes,no,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,1,388,337,512.6,45.34
2829,MS,130,510,no,yes,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,0,402,352,698.1,75.37
2830,HI,99,415,no,no,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,0,367,261,450.9,44.08
2831,WV,36,408,no,no,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,0,370,362,645.6,61.85
2832,WV,87,415,no,no,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,0,332,310,561.5,49.43
2833,WV,139,415,no,no,0,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2,0,403,378,575.5000000000001,68.69
2834,IN,189,510,no,no,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,0,363,273,505.50000000000006,58.60000000000001
2835,NM,96,415,no,yes,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,0,395,301,572.5,59.07000000000001
2836,DE,112,408,no,no,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,0,351,303,505.3,46.269999999999996
2837,NC,75,408,no,no,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1,0,406,288,668.7,67.88000000000001
2838,NM,178,415,no,yes,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,0,398,250,514.5999999999999,55.05
2839,SC,112,415,no,no,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,1,363,293,801.0,81.07
2840,NJ,108,415,no,yes,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,0,333,298,501.90000000000003,51.910000000000004
2841,AZ,100,510,no,no,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,0,391,314,468.70000000000005,43.11
2842,RI,121,510,no,yes,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,0,336,339,674.9,67.57000000000001
2843,SD,116,415,no,no,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10.0,6,2.7,1,0,365,289,479.6,39.620000000000005
2844,NH,161,415,no,no,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,0,349,247,540.1,57.12
2845,AL,19,415,yes,no,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,0,380,318,631.5,67.42999999999999
2846,WV,104,415,no,no,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,0,354,318,670.9000000000001,67.21
2847,ID,119,415,yes,yes,32,173.0,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,0,338,289,625.7,60.9
2848,MD,125,415,no,no,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,0,405,296,575.6,61.55999999999999
2849,IN,156,510,no,no,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,0,329,368,612.6,66.27999999999999
2850,WY,109,415,no,no,0,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2,0,328,335,546.1,52.629999999999995
2851,NH,95,510,no,no,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,0,409,307,516.4000000000001,49.940000000000005
2852,MN,90,408,no,no,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,0,421,319,547.4,48.52
2853,MA,105,415,no,yes,21,147.0,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,0,354,251,620.4000000000001,56.14
2854,NH,101,510,no,no,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,0,352,327,697.9,68.87
2855,MN,95,415,no,no,0,149.2,96,25.36,260.7,116,22.16,201.0,120,9.05,8.1,2,2.19,1,0,401,334,619.0,58.75999999999999
2856,IA,123,415,no,no,0,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,10.0,4,2.7,0,0,420,303,577.9,59.31
2857,NY,160,408,no,no,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,0,352,313,658.3000000000001,66.28000000000002
2858,AL,141,510,no,yes,28,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2.0,1,0,388,357,716.0999999999999,82.3
2859,WV,87,415,no,no,0,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,0,415,380,322.9,27.08
2860,NM,81,415,no,no,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,0,402,264,661.3999999999999,63.519999999999996
2861,CA,75,415,no,yes,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,0,341,282,680.9,69.55
2862,MA,126,408,no,yes,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,0,381,294,535.4,46.4
2863,ME,28,415,no,no,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,0,402,307,693.8,69.69
2864,FL,153,415,no,no,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,0,399,349,605.2,65.08999999999999
2865,NH,97,408,no,yes,32,90.0,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,1,328,313,560.1,49.44
2866,IN,115,408,no,no,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3.0,2,0,348,310,461.7,45.87
2867,WI,95,408,no,no,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,6,3.02,1,0,336,259,639.5,67.12
2868,MA,17,415,yes,no,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,1,376,306,738.6999999999999,65.84
2869,NH,105,415,no,yes,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,0,381,311,786.8000000000001,71.02000000000001
2870,TX,121,415,no,no,0,86.1,100,14.64,259.8,113,22.08,148.0,79,6.66,9.1,9,2.46,2,0,348,301,503.0,45.839999999999996
2871,NC,125,408,no,no,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,0,412,291,625.8,65.86
2872,CT,124,415,no,no,0,151.0,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,0,386,300,433.6,45.28
2873,NJ,35,408,no,no,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,0,337,248,525.6999999999999,50.239999999999995
2874,WY,134,510,no,no,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,1,366,318,781.5,83.99
2875,LA,123,510,no,yes,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,0,352,242,679.1,68.64
2876,NV,124,415,no,no,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,0,368,295,709.6,70.75
2877,WV,133,510,no,no,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,0,333,280,567.6,56.62
2878,AR,185,415,no,yes,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,0,353,330,615.0,59.8
2879,SC,1,415,no,yes,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10.0,2,2.7,1,0,356,250,503.2,50.13
2880,KS,107,415,no,no,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,0,354,371,502.4,61.48
2881,NY,91,415,no,yes,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,0,377,305,567.4000000000001,56.290000000000006
2882,MI,178,408,yes,no,0,124.5,134,21.17,141.2,78,12.0,268.2,113,12.07,11.4,2,3.08,2,1,348,327,545.3,48.32
2883,MA,123,415,no,no,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,0,410,275,695.8,69.19000000000001
2884,UT,170,415,no,no,0,285.7,44,48.57,167.5,144,14.24,260.0,97,11.7,8.7,4,2.35,1,1,397,289,721.9000000000001,76.86
2885,HI,135,415,no,no,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,0,333,255,592.6,58.88
2886,PA,85,408,no,no,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,0,405,290,604.3,58.05
2887,OR,134,415,no,yes,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3.0,2,0,359,345,489.50000000000006,55.949999999999996
2888,TN,148,415,no,yes,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,2,2.94,1,0,419,318,551.1999999999999,45.239999999999995
2889,CT,93,415,no,no,0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,1,1,404,343,662.3,75.08000000000001
2890,AZ,138,415,no,no,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0,0,344,295,522.6,62.01
2891,OR,159,510,no,no,0,114.8,98,19.52,192.6,101,16.37,259.0,108,11.66,12.2,5,3.29,0,0,400,312,578.6,50.839999999999996
2892,DE,103,415,no,yes,34,138.8,80,23.6,142.0,108,12.07,183.8,77,8.27,11.8,7,3.19,1,0,346,272,476.40000000000003,47.129999999999995
2893,MA,150,408,no,yes,27,209.8,112,35.67,155.0,80,13.18,251.5,111,11.32,7.2,6,1.94,0,0,398,309,623.5,62.11
2894,CT,37,408,no,no,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,0,347,343,634.2,58.64
2895,AR,33,415,yes,no,0,164.0,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,0,411,309,447.3,48.19
2896,SD,55,415,no,no,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,0,390,271,589.0,66.96
2897,CT,134,408,no,yes,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,0,377,338,467.6,42.81
2898,CT,107,408,no,no,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,0,345,300,473.20000000000005,42.19
2899,MA,80,408,no,yes,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,0,337,342,665.6,64.86
2900,MS,78,408,no,no,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,1,1,361,356,549.0,48.449999999999996
2901,MT,85,408,no,yes,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,4,1,372,286,498.0,45.06
2902,AK,61,415,no,yes,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2,0,346,315,709.8000000000001,73.25
2903,DE,97,415,no,yes,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5,0,390,256,662.7,65.02
2904,OH,136,408,yes,no,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2,0,392,347,536.1,55.07000000000001
2905,MN,135,408,no,no,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,0,340,275,479.50000000000006,47.27
2906,CA,87,415,no,yes,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0.0,0,0.0,1,0,383,289,602.4000000000001,55.32
2907,OH,165,510,no,no,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,0,378,245,646.2,69.09
2908,NV,148,415,no,no,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,1,406,292,769.6,79.39
2909,SC,99,415,no,no,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2,0,402,348,492.49999999999994,49.620000000000005
2910,WV,123,415,no,no,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2,0,352,268,526.3,55.080000000000005
2911,NM,127,415,yes,no,0,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,13.0,3,3.51,1,0,363,313,648.3,73.05
2912,WY,151,415,no,no,0,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,3,1.16,0,0,394,275,481.5,51.41
2913,CA,185,408,no,no,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,0,358,290,558.6999999999999,55.03
2914,KS,65,415,no,yes,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,0,392,316,578.0,60.62
2915,WY,58,510,no,no,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,0,354,324,632.0,67.91
2916,OK,104,415,no,no,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,0,371,278,470.4,44.08
2917,UT,44,415,no,no,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0,0,387,339,642.0,62.6
2918,MA,58,408,no,no,0,174.4,112,29.65,265.8,122,22.59,182.4,87,8.21,0.0,0,0.0,4,0,411,321,622.6,60.449999999999996
2919,UT,108,415,no,no,0,210.6,117,35.8,164.2,103,13.96,201.4,68,9.06,9.4,5,2.54,0,0,355,293,585.5999999999999,61.36
2920,MN,132,510,no,no,0,121.5,88,20.66,253.0,124,21.51,195.7,120,8.81,10.7,4,2.89,1,0,406,336,580.9000000000001,53.870000000000005
2921,NE,80,415,no,no,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,0,356,244,522.6,50.34
2922,OH,162,415,no,no,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2,0,328,303,634.3000000000001,57.41
2923,KY,110,510,no,no,0,99.4,62,16.9,275.0,86,23.38,212.1,94,9.54,16.7,3,4.51,2,0,388,245,603.2,54.33
2924,WA,96,415,no,no,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,1,406,309,788.4999999999999,82.29
2925,NY,168,408,no,no,0,163.4,134,27.78,240.1,87,20.41,164.0,147,7.38,11.6,2,3.13,2,1,333,370,579.1,58.7
2926,IN,72,510,no,no,0,287.4,116,48.86,235.3,126,20.0,292.1,114,13.14,5.0,3,1.35,4,1,391,359,819.8000000000001,83.35
2927,CO,125,408,no,yes,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,0,386,322,517.0,49.73
2928,DC,170,510,no,no,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2,0,391,312,623.0999999999999,61.46
2929,AK,71,510,no,no,0,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,0,332,299,623.5,63.83
2930,SC,124,415,no,no,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,0,340,370,438.4,48.51
2931,KS,68,415,no,no,0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,0,363,297,661.6999999999999,68.24
2932,UT,97,415,no,no,0,209.2,134,35.56,0.0,0,0.0,175.4,94,7.89,11.8,6,3.19,1,0,418,234,396.40000000000003,46.64
2933,IL,98,510,yes,no,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,0,351,234,611.3000000000001,60.05
2934,DC,24,408,no,no,0,149.0,73,25.33,131.0,81,11.14,238.6,69,10.74,8.6,3,2.32,2,1,369,226,527.2,49.53
2935,DC,136,510,no,no,0,204.5,63,34.77,208.8,95,17.75,224.0,119,10.08,9.8,2,2.65,0,0,353,279,647.0999999999999,65.25
2936,OK,44,408,no,no,0,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,1,358,281,689.6,76.30999999999999
2937,KY,96,415,no,yes,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,0,353,366,454.7,45.3
2938,NE,31,415,no,no,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7.0,5,1.89,1,0,338,312,453.59999999999997,44.589999999999996
2939,AL,72,415,no,no,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,0,341,295,703.5,65.91
2940,HI,24,415,no,no,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1,0,398,326,458.59999999999997,45.400000000000006
2941,SC,112,415,no,yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,0,408,294,743.2,74.46
2942,GA,117,415,yes,no,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1,1,328,291,710.2,80.52000000000001
2943,KS,137,415,no,yes,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,0,329,353,635.8,61.93
2944,PA,136,408,no,no,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,0,357,269,405.1,41.989999999999995
2945,UT,95,415,no,no,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0,0,341,312,661.5,63.04
2946,OR,82,415,no,yes,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,0,400,256,596.0,55.92
2947,ND,145,415,no,no,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1,1,378,335,782.2,79.42
2948,KY,56,415,yes,no,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,0,347,296,640.5,62.03
2949,MN,155,408,yes,no,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,0,374,360,561.4,64.96000000000001
2950,OH,133,408,no,no,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,1,380,328,572.9,51.129999999999995
2951,TX,53,415,no,no,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,0,380,312,578.4999999999999,51.48
2952,WY,123,415,no,no,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,1,387,312,745.1,74.69
2953,GA,136,415,no,no,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,0,400,296,672.2,62.86
2954,TX,57,415,no,no,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,0,403,332,585.5,56.68
2955,WV,62,408,no,no,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,0,382,317,502.09999999999997,47.78
2956,NM,112,415,no,no,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,0,354,299,499.1000000000001,45.32
2957,MI,55,415,no,yes,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,0,387,315,631.1999999999999,63.99
2958,NC,95,408,no,no,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,1,384,301,606.3999999999999,53.43
2959,NY,125,415,no,no,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,0,367,271,662.8000000000001,69.42999999999999
2960,TX,1,415,no,no,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10.0,3,2.7,5,1,396,290,479.3,51.980000000000004
2961,KY,98,415,no,yes,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6,1,333,328,511.9,52.36
2962,SD,105,415,no,no,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,0,393,308,616.5,67.41
2963,ID,113,415,no,yes,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,0,336,284,613.8000000000001,60.550000000000004
2964,OR,99,408,no,no,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,1,353,225,712.4999999999999,74.47
2965,WI,103,415,no,no,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,0,386,356,467.99999999999994,49.38
2966,WV,177,408,no,no,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,0,376,289,614.6,64.39999999999999
2967,SC,149,415,no,yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,0,370,342,584.7,58.16
2968,CT,160,415,no,no,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,1,360,373,738.9,76.57000000000001
2969,NV,116,408,no,no,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,0,360,254,518.4,47.50000000000001
2970,ND,90,415,no,yes,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,0,329,304,584.8,52.589999999999996
2971,MI,148,415,yes,no,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,1,385,251,553.1,63.74000000000001
2972,MT,147,415,no,yes,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,1,408,327,560.6,57.8
2973,NE,95,510,no,no,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,0,391,324,481.2,39.35
2974,UT,201,510,no,no,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,0,373,267,640.0,65.97
2975,WV,80,415,no,no,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,0,382,302,530.3,50.730000000000004
2976,AR,122,415,yes,no,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,0,420,312,612.5,57.19
2977,MT,132,408,no,no,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,0,406,314,575.1,57.730000000000004
2978,UT,83,510,no,no,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,0,386,276,684.6,68.44
2979,HI,99,408,no,no,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,1,413,308,561.9,52.56
2980,KS,84,415,no,no,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,1,335,302,717.1999999999999,74.75
2981,NY,46,415,no,no,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,0,414,233,493.9,46.37
2982,OH,87,510,no,no,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,0,350,380,660.1,59.839999999999996
2983,HI,150,415,no,no,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,0,370,309,656.9,65.78
2984,KS,73,408,no,no,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,0,385,264,473.1,54.76
2985,IN,7,415,no,no,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3,0,358,252,657.3,69.13
2986,OR,89,415,no,yes,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,0,357,347,551.7,56.75
2987,NY,131,408,yes,no,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,1,406,275,402.7,41.25
2988,VA,105,415,no,no,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,0,344,234,668.9,72.22
2989,MI,108,408,yes,no,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,1,341,272,476.3,47.379999999999995
2990,ID,47,415,no,yes,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,0,365,318,522.5999999999999,52.50000000000001
