,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,total_minutes,total_calls,total_charge
2897,134,408,no,yes,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,467.6,338,42.81
2631,163,408,no,yes,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,512.6,304,58.31
2698,145,415,no,no,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,689.1,281,66.75999999999999
808,61,510,yes,yes,16,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,545.0999999999998,232,54.71999999999999
376,138,415,no,no,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,487.8,321,50.52
2347,68,415,yes,yes,29,195.5,113,33.24,171.6,96,14.59,204.0,85,9.18,13.5,9,3.65,1,584.6,303,60.66
2977,132,408,no,no,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,575.1,314,57.73
2684,12,415,no,no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,609.0,290,63.68
2238,61,408,no,no,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,695.4,345,75.78999999999998
1929,70,415,no,no,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,607.1,360,58.24
2114,123,408,no,no,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,621.0,284,70.28
2446,125,408,no,no,0,169.3,90,28.78,156.0,138,13.26,210.8,106,9.49,11.6,6,3.13,2,547.7,340,54.66
1364,115,415,no,no,0,245.0,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,779.6,304,78.82
2634,102,415,no,no,0,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4,2,562.3000000000002,290,50.81
2002,156,408,no,no,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,631.9999999999999,333,60.58999999999999
2152,155,415,yes,yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,508.7,336,57.42
1340,190,408,no,no,0,150.9,86,25.65,268.6,129,22.83,179.9,73,8.1,14.7,1,3.97,1,614.1,289,60.55
2044,80,510,yes,yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,574.5,365,57.83
1815,101,415,no,yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,560.0,259,59.87000000000001
2484,141,415,no,yes,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,695.5999999999998,342,59.74
364,194,408,no,no,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,579.0,289,57.33
2850,109,415,no,no,0,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2,546.1,335,52.63
58,68,415,no,no,0,148.8,70,25.3,246.5,164,20.95,129.8,103,5.84,12.1,3,3.27,3,537.2,340,55.36000000000001
2188,91,510,no,no,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,687.6999999999998,314,60.83
1690,174,415,no,yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,666.6,376,68.94
2040,105,510,no,yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,543.6,353,44.7
2540,90,415,no,yes,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,452.6,297,39.43
3294,116,408,no,no,0,51.1,106,8.69,208.6,137,17.73,198.0,92,8.91,12.3,3,3.32,1,470.0,338,38.65
1739,80,415,no,no,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,742.5,408,80.35999999999999
3327,79,415,no,no,0,134.7,98,22.9,189.7,68,16.12,221.4,128,9.96,11.8,5,3.19,2,557.5999999999998,299,52.17
2119,111,408,no,no,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,735.6,297,76.63
1303,10,415,no,no,0,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1,615.5999999999998,336,64.49000000000001
1007,181,408,no,no,0,143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6.0,7,1.62,1,568.1,251,52.65
2607,91,415,no,no,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,528.2,299,59.23
3089,70,510,no,yes,30,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3,450.69999999999993,236,47.13
1906,91,415,no,yes,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,390.3,317,43.85
2220,87,415,no,no,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,635.5000000000001,271,62.64
1449,192,415,no,no,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,686.9,240,72.87
1334,126,408,no,no,0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8.0,4,2.16,1,690.8000000000002,302,79.75999999999998
1025,148,415,no,yes,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,812.3,317,82.30999999999997
26,57,408,no,yes,39,213.0,115,36.21,191.1,112,16.24,182.7,115,8.22,9.5,3,2.57,0,596.3,345,63.24
1708,92,415,no,yes,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,553.6,325,58.7
1667,78,415,no,no,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,505.0,310,56.04
1365,162,408,no,no,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1,600.6,298,61.66
537,190,415,no,yes,22,166.5,93,28.31,183.0,92,15.56,121.0,102,5.44,8.5,3,2.3,0,479.0,290,51.60999999999999
3023,103,510,no,yes,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,420.1,261,44.18
446,88,510,no,no,0,138.3,116,23.51,236.0,138,20.06,179.1,110,8.06,9.6,4,2.59,3,563.0,368,54.22
1939,113,510,no,no,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,543.1,306,51.67
1096,93,415,no,no,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,610.4000000000002,325,52.95
2804,27,408,no,no,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,519.9,330,43.93
1397,101,510,no,no,0,0.0,0,0.0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,368.1,218,25.87
2987,131,408,yes,no,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,402.7,275,41.25
1780,68,510,no,no,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,609.1,304,58.61
666,120,415,no,no,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,563.6,323,65.03
2638,105,510,no,no,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,639.9,324,57.49999999999999
2047,103,510,no,no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,619.5,337,63.65
375,87,415,no,yes,21,214.0,113,36.38,180.0,114,15.3,134.5,82,6.05,10.6,5,2.86,0,539.1,314,60.59
595,87,408,no,yes,28,151.4,95,25.74,152.4,97,12.95,250.1,109,11.25,0.0,0,0.0,1,553.9,301,49.94
83,70,415,no,yes,24,249.5,101,42.42,259.7,98,22.07,222.7,68,10.02,9.8,4,2.65,1,741.6999999999998,271,77.16000000000003
2462,92,415,no,no,0,181.4,98,30.84,164.5,98,13.98,171.0,110,7.69,10.9,4,2.94,2,527.8,310,55.45
2855,95,415,no,no,0,149.2,96,25.36,260.7,116,22.16,201.0,120,9.05,8.1,2,2.19,1,619.0,334,58.75999999999999
2514,44,408,no,no,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,585.1,300,62.52
1604,105,408,no,no,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,510.3,251,51.09
734,93,415,yes,yes,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,544.7,335,57.47000000000001
492,92,415,yes,no,0,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,644.9,335,57.9
2598,196,415,no,no,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,571.5,304,52.93
1640,68,415,no,no,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,3,2.97,3,611.6,298,64.88
1659,132,408,no,yes,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,503.2000000000001,265,57.22
212,82,415,no,yes,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,532.8000000000002,308,55.56
1036,119,408,no,yes,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,533.8,307,52.87
3191,87,415,no,no,0,240.0,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,572.5,275,63.21999999999999
926,143,415,no,no,0,209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14.0,6,3.78,0,508.8,303,56.42999999999999
430,46,510,no,no,0,250.3,100,42.55,260.6,90,22.15,195.0,104,8.78,13.3,2,3.59,2,719.2,296,77.07
1402,70,415,no,no,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,680.4000000000002,268,66.77000000000001
977,93,408,no,yes,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4,495.1,325,48.21
1750,23,510,no,no,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,551.6999999999998,297,47.27
587,114,415,no,no,0,169.6,85,28.83,58.9,86,5.01,179.3,124,8.07,7.4,8,2.0,1,415.2,303,43.91
2250,75,510,no,no,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,719.3,381,68.61999999999999
126,162,415,no,no,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,392.1,280,34.84
2442,82,510,no,yes,34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,3,1.27,3,677.2,316,66.73
1123,11,408,no,yes,24,131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10.0,3,2.7,2,655.4,299,57.40000000000001
1116,130,415,no,no,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,686.6,298,63.25999999999999
892,109,415,no,yes,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,597.7,278,59.37000000000001
1041,161,510,no,yes,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,664.4000000000002,332,71.63999999999999
1786,116,510,no,no,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,603.5,324,54.96
1777,149,415,no,no,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10.0,3,2.7,3,717.5,263,74.67
2117,111,415,no,no,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,581.5,334,63.11000000000001
3268,84,415,no,no,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,759.1000000000001,347,82.51
3069,148,415,no,yes,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,547.4,309,53.11000000000001
2345,98,408,no,no,0,288.1,101,48.98,137.9,93,11.72,206.5,88,9.29,0.0,0,0.0,0,632.5,282,69.99
179,70,408,no,no,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,725.5999999999998,346,73.36
193,94,415,no,no,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,504.1,339,51.02
476,50,510,no,no,0,258.1,106,43.88,161.4,106,13.72,225.1,110,10.13,11.7,5,3.16,1,656.3000000000002,327,70.89
3298,83,510,no,no,0,78.1,70,13.28,239.3,115,20.34,144.4,112,6.5,12.3,4,3.32,1,474.1,301,43.44
2999,76,415,no,no,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,679.0000000000001,269,67.21000000000001
656,55,415,no,no,0,175.6,147,29.85,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0,636.1999999999998,324,59.14
2301,104,415,no,no,0,144.5,107,24.57,180.5,85,15.34,226.0,94,10.17,17.0,6,4.59,2,568.0,292,54.67
2124,43,415,no,no,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,478.1,313,33.74
3116,149,408,no,no,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,662.0,244,63.28000000000001
1796,79,415,no,no,0,144.0,90,24.48,135.8,91,11.54,212.4,129,9.56,13.0,4,3.51,1,505.2000000000001,314,49.09
465,71,415,yes,no,0,178.2,113,30.29,167.8,94,14.26,182.1,111,8.19,13.6,3,3.67,3,541.7,321,56.41
214,70,510,yes,no,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,545.6,310,65.97
160,87,415,no,no,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,453.1,311,45.92
265,114,510,no,yes,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,769.1999999999998,259,73.35
2506,138,415,no,no,0,230.1,107,39.12,212.0,120,18.02,174.9,119,7.87,13.2,4,3.56,1,630.2,350,68.57000000000001
420,141,415,no,yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,652.3999999999999,387,67.88000000000001
2612,73,510,no,no,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,692.1999999999998,291,70.2
680,116,510,no,no,0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,598.2,293,61.14999999999999
2478,123,415,no,yes,34,305.2,80,51.88,156.5,109,13.3,280.0,81,12.6,13.2,7,3.56,1,754.9000000000002,277,81.34
2122,69,510,no,yes,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,803.6999999999998,272,83.32999999999998
324,129,408,no,no,0,207.0,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,620.4,329,63.01
1404,87,510,no,yes,39,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,480.1,265,43.04
306,113,415,no,no,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,762.9000000000002,344,81.0
1342,52,415,no,yes,24,170.9,71,29.05,201.4,80,17.12,159.0,124,7.15,4.1,5,1.11,2,535.4,280,54.43
2421,132,415,no,no,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,519.9000000000002,282,55.93000000000001
1548,102,415,no,no,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1,622.5999999999998,323,71.10000000000002
2486,76,408,no,no,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0,480.69999999999993,280,49.74
290,199,415,no,yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,757.3,316,73.48
2024,159,415,no,yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,544.4,275,55.21
1573,127,415,no,yes,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,546.3000000000002,268,51.88
1269,55,510,no,yes,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11.0,5,2.97,4,491.5,327,49.24
411,64,415,no,no,0,97.2,80,16.52,186.2,90,15.83,189.0,92,8.5,10.4,6,2.81,2,482.8,268,43.66
2570,64,415,no,yes,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1,429.1,305,41.78999999999999
856,104,408,no,no,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,532.1,345,54.58
47,142,408,no,no,0,187.0,133,31.79,134.6,74,11.44,242.2,127,10.9,7.4,5,2.0,2,571.1999999999998,339,56.13
2526,57,510,yes,no,0,115.0,65,19.55,122.3,96,10.4,245.0,75,11.03,6.4,1,1.73,0,488.7,237,42.71
621,126,510,no,no,0,122.4,88,20.81,143.8,111,12.22,157.0,106,7.07,11.5,3,3.11,1,434.7000000000001,308,43.21
572,44,415,yes,no,0,62.3,92,10.59,275.0,82,23.38,138.7,108,6.24,10.8,3,2.92,1,486.8,285,43.13
2112,150,415,no,no,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,519.3000000000002,273,51.56
2021,104,415,no,yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,577.6999999999998,317,59.27
280,143,415,no,no,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,547.5,328,56.06
2525,95,510,no,no,0,174.0,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,662.0,271,64.96
536,128,415,no,yes,40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14.0,6,3.78,1,527.7,296,54.12000000000001
1985,101,408,no,yes,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,535.5000000000001,325,49.93000000000001
1694,99,415,no,no,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,600.0,291,52.76
556,123,408,no,no,0,159.5,77,27.12,303.8,92,25.82,226.9,120,10.21,12.0,4,3.24,0,702.2,293,66.39
3186,108,415,no,no,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,532.1999999999998,315,56.42
3248,93,415,no,no,0,146.3,85,24.87,216.6,95,18.41,233.0,82,10.49,11.5,3,3.11,0,607.4,265,56.88
3124,75,408,no,yes,24,225.5,119,38.34,182.0,108,15.47,270.9,106,12.19,9.4,2,2.54,3,687.8,335,68.54
1051,103,415,no,no,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,667.5,301,72.44
15,161,415,no,no,0,332.9,67,56.59,317.8,97,27.01,160.6,128,7.23,5.4,9,1.46,4,816.7,301,92.29
782,35,510,no,yes,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1,681.9999999999999,260,68.7
3195,77,510,no,yes,29,211.1,89,35.89,223.5,97,19.0,148.4,106,6.68,9.7,9,2.62,2,592.7,301,64.19
2786,109,415,no,yes,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6,608.4,322,53.84
598,84,415,no,no,0,159.0,80,27.03,167.9,128,14.27,167.6,101,7.54,12.3,5,3.32,1,506.8,314,52.16
1118,47,415,no,no,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,602.8,278,56.84
291,132,510,no,no,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,363.4,317,36.14
1637,74,415,no,no,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,691.1999999999998,310,69.89999999999999
1813,89,408,no,no,0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0,531.5,312,55.85999999999999
3257,171,415,no,no,0,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2,641.5999999999998,355,56.98
648,131,415,no,yes,39,69.1,122,11.75,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0,284.3,356,27.54
1920,67,415,no,no,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,629.3000000000002,309,64.82
3314,89,415,no,no,0,178.7,81,30.38,233.7,74,19.86,131.9,120,5.94,9.1,4,2.46,1,553.4,279,58.63999999999999
548,31,415,no,yes,31,100.1,54,17.02,246.3,97,20.94,255.0,131,11.48,5.9,3,1.59,0,607.3,285,51.03
551,157,415,no,no,0,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,2,3.11,2,553.3,330,63.59
266,114,510,no,yes,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,659.6,320,67.52999999999999
2606,145,415,no,no,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,738.0999999999998,334,77.46
2838,178,415,no,yes,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,514.5999999999998,250,55.05
795,92,415,no,no,0,197.0,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1,636.0,298,66.45
1876,46,415,no,no,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,604.6,389,57.4
2197,133,415,no,no,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,633.5,296,65.12
624,126,415,no,no,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,636.3000000000002,315,58.78
2457,130,415,no,yes,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,624.5,284,61.35999999999999
474,139,415,no,yes,20,214.6,101,36.48,235.1,132,19.98,162.8,132,7.33,14.8,12,4.0,0,627.3,377,67.78999999999999
1758,134,408,no,no,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,693.6,310,68.27999999999999
2403,21,415,no,no,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13.0,7,3.51,2,475.0,352,43.71999999999999
1809,117,408,no,no,0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,666.5,336,61.15999999999999
1570,112,415,no,no,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2,620.8,300,58.95
1681,110,510,no,no,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,604.5000000000001,308,56.2
2599,97,510,no,no,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0,747.2,324,74.92999999999998
1944,131,415,no,yes,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,604.2,292,58.66
3132,161,415,no,no,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,802.0,344,87.35000000000002
1287,149,408,no,no,0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,495.5,294,54.04
2569,123,415,no,no,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,645.4,293,61.66
278,131,415,no,yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,683.6999999999998,255,66.33999999999999
692,82,408,no,no,0,185.8,36,31.59,276.5,134,23.5,192.1,104,8.64,5.7,7,1.54,4,660.1,281,65.27000000000001
2129,146,408,no,yes,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,690.3,359,61.02
711,129,510,no,no,0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,4,665.5,306,62.38999999999999
1011,11,415,no,no,0,143.4,130,24.38,289.4,50,24.6,194.0,100,8.73,9.7,6,2.62,2,636.5,286,60.33000000000001
491,55,415,yes,no,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,666.0,308,67.42
652,54,415,no,yes,39,206.9,143,35.17,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,543.1,336,57.47
1213,126,415,no,no,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,632.6999999999998,305,66.47
1081,64,408,no,yes,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,744.4,342,80.65
542,152,415,yes,yes,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,770.3,297,77.67999999999998
509,118,415,no,yes,26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,549.6,342,56.23
3208,79,415,no,no,0,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,560.5,339,64.61999999999999
839,88,415,no,yes,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,646.0000000000001,269,69.02
2682,55,510,yes,no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,338.9,272,36.35999999999999
2134,94,415,no,no,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,700.4,239,69.19
1471,75,415,no,no,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,618.9,291,60.56
2924,96,415,no,no,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,788.4999999999999,309,82.29
802,84,510,no,no,0,191.0,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,763.6,290,72.46000000000002
468,86,415,no,yes,32,70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,11.1,5,3.0,3,493.6,394,40.24
1233,48,510,no,no,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,301.49999999999994,232,33.51
2644,76,415,no,no,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,602.6999999999998,266,61.23
2539,138,415,yes,yes,28,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3,712.4000000000002,335,73.36
393,112,510,no,no,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,617.4,270,65.25
378,95,415,yes,no,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,662.1,287,64.53
1064,185,415,yes,yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,544.1,328,51.4
485,36,415,no,yes,16,149.4,111,25.4,131.8,113,11.2,132.7,87,5.97,6.7,2,1.81,0,420.6,313,44.38
1891,146,415,no,no,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,661.0999999999998,263,63.14
2940,24,415,no,no,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1,458.6,326,45.40000000000001
2535,125,408,no,no,0,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,448.0,281,43.12
1532,103,415,no,yes,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,503.8,287,50.84
1200,100,415,no,yes,25,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1,665.6,343,69.86
